acc_train,acc_val,n_estimators,max_depth,min_samples_leaf,max_features
0.69945,0.6964501473343843,50,5,9,0.5
0.7009,0.6949500347812523,50,5,9,0.6
0.77935,0.7698993886749618,50,5,10,auto
0.72985,0.7105996728906046,50,5,10,0.2
0.70315,0.702799810174988,50,5,10,0.3
0.7014,0.6978003099187693,50,5,10,0.4
0.7008,0.6974000223906264,50,5,10,0.5
0.6997,0.6959501098062569,50,5,10,0.6
0.77675,0.7688486635311665,50,5,11,auto
0.7132,0.7172516233344763,50,5,11,0.2
0.704,0.7003998850562428,50,5,11,0.3
0.7011,0.6975004723906545,50,5,11,0.4
0.6999,0.6967501098687569,50,5,11,0.5
0.70045,0.695450209762513,50,5,11,0.6
0.7743,0.7733982885123931,50,5,12,auto
0.72225,0.7103990606374413,50,5,12,0.2
0.7034,0.6994501850250116,50,5,12,0.3
0.6985,0.6966502848812678,50,5,12,0.4
0.69895,0.6969999223531202,50,5,12,0.5
0.7014,0.695800047328128,50,5,12,0.6
0.7777,0.774649663756229,50,5,13,auto
0.7043,0.7121513731719608,50,5,13,0.2
0.7044,0.6993000599562537,50,5,13,0.3
0.70055,0.6973501723718858,50,5,13,0.4
0.7014,0.6976002599125162,50,5,13,0.5
0.6989,0.6959500223343764,50,5,13,0.6
0.7882,0.7758485137686572,50,5,14,auto
0.70945,0.7163505107812818,50,5,14,0.2
0.7019,0.6987502099750131,50,5,14,0.3
0.69845,0.6975000224031265,50,5,14,0.4
0.70145,0.6964500473281279,50,5,14,0.5
0.69985,0.6965003723843982,50,5,14,0.6
0.7831,0.7754987013592938,50,5,15,auto
0.7127,0.7112502481093905,50,5,15,0.2
0.70175,0.7010005850750365,50,5,15,0.3
0.6985,0.6975501099000069,50,5,15,0.4
0.69805,0.6964999848499991,50,5,15,0.5
0.69915,0.6963498598499912,50,5,15,0.6
0.78135,0.773998576240536,50,5,16,auto
0.7204,0.7072494478093404,50,5,16,0.2
0.70235,0.7002503100500194,50,5,16,0.3
0.6986,0.698250047434378,50,5,16,0.4
0.6994,0.6969501223531326,50,5,16,0.5
0.69925,0.6956499598249974,50,5,16,0.6
0.76805,0.7787503513031468,50,5,17,auto
0.7127,0.7144007107625444,50,5,17,0.2
0.7008,0.6999500099750007,50,5,17,0.3
0.69965,0.6982505599375349,50,5,17,0.4
0.701,0.6958500723156296,50,5,17,0.5
0.6994,0.6949999472656218,50,5,17,0.6
0.78115,0.7757987388874211,50,5,18,auto
0.704,0.7156017234907328,50,5,18,0.2
0.70105,0.6990499599687474,50,5,18,0.3
0.70075,0.6983000224593765,50,5,18,0.4
0.69995,0.6957499473218718,50,5,18,0.5
0.69885,0.6958001722843857,50,5,18,0.6
0.77515,0.7717990012093126,50,5,19,auto
0.71175,0.7120496606374788,50,5,19,0.2
0.70315,0.699200335000021,50,5,19,0.3
0.69835,0.6973504348812771,50,5,19,0.4
0.70095,0.695800272303142,50,5,19,0.5
0.6987,0.6960002347937646,50,5,19,0.6
0.77955,0.7753998764031172,50,5,20,auto
0.71735,0.709950847965678,50,5,20,0.2
0.70415,0.6996502225093889,50,5,20,0.3
0.6982,0.6976002223906389,50,5,20,0.4
0.6978,0.6960501223406327,50,5,20,0.5
0.69755,0.6946998597499914,50,5,20,0.6
0.8081,0.7871491144249446,50,8,1,auto
0.7418,0.7333013866438366,50,8,1,0.2
0.7287,0.7150003357875209,50,8,1,0.3
0.7203,0.7092003105187694,50,8,1,0.4
0.7185,0.7071005478219093,50,8,1,0.5
0.71955,0.704150335218771,50,8,1,0.6
0.80605,0.7820989516718095,50,8,2,auto
0.748,0.7355509868500617,50,8,2,0.2
0.7271,0.7167010107063132,50,8,2,0.3
0.72055,0.7092003479593967,50,8,2,0.4
0.72185,0.7073001978843875,50,8,2,0.5
0.72,0.7070504229031515,50,8,2,0.6
0.8061,0.783698064162379,50,8,3,auto
0.76605,0.7324011867000741,50,8,3,0.2
0.72105,0.7149501482031344,50,8,3,0.3
0.71825,0.7107002480406405,50,8,3,0.4
0.71835,0.7091003979218998,50,8,3,0.5
0.7181,0.7063499228281203,50,8,3,0.6
0.8033,0.783148914162432,50,8,4,auto
0.7516,0.7363008993344312,50,8,4,0.2
0.7232,0.7116003230843952,50,8,4,0.3
0.7243,0.7081500854250053,50,8,4,0.4
0.7174,0.706450385318774,50,8,4,0.5
0.7178,0.7059502852812679,50,8,4,0.6
0.79525,0.7856001767218861,50,8,5,auto
0.745,0.7282021739032609,50,8,5,0.2
0.7202,0.7116007606000475,50,8,5,0.3
0.7207,0.7077006103750382,50,8,5,0.4
0.7161,0.7073005728531607,50,8,5,0.5
0.717,0.7065005227844077,50,8,5,0.6
0.8009,0.7863496769281048,50,8,6,auto
0.7433,0.7348001619125102,50,8,6,0.2
0.7168,0.715099998221875,50,8,6,0.3
0.71855,0.7093999729343733,50,8,6,0.4
0.71555,0.7056003227843952,50,8,6,0.5
0.7149,0.7066000227781265,50,8,6,0.6
0.80205,0.7838487392749213,50,8,7,auto
0.72775,0.7357002617562665,50,8,7,0.2
0.7228,0.7149998357062398,50,8,7,0.3
0.7143,0.7083500353625022,50,8,7,0.4
0.717,0.7075001353312584,50,8,7,0.5
0.71485,0.7064500727718797,50,8,7,0.6
0.7841,0.7822998266781142,50,8,8,auto
0.74665,0.7285497988656123,50,8,8,0.2
0.7174,0.7164003482718968,50,8,8,0.3
0.7146,0.7083504728719044,50,8,8,0.4
0.71305,0.7053002852812678,50,8,8,0.5
0.71275,0.7056002102875132,50,8,8,0.6
0.79525,0.7884986769342923,50,8,9,auto
0.74,0.7318013365313336,50,8,9,0.2
0.72475,0.713350735600046,50,8,9,0.3
0.7144,0.709000272896892,50,8,9,0.4
0.7139,0.706450047778128,50,8,9,0.5
0.71335,0.7059502103000131,50,8,9,0.6
0.79685,0.7887994144749634,50,8,10,auto
0.7408,0.7329503616812726,50,8,10,0.2
0.7137,0.7121996606812289,50,8,10,0.3
0.71275,0.708050222859389,50,8,10,0.4
0.71105,0.70700016037501,50,8,10,0.5
0.712,0.705100272746892,50,8,10,0.6
0.78985,0.7867493893499619,50,8,11,auto
0.7426,0.7333501991593875,50,8,11,0.2
0.7219,0.7204001609125101,50,8,11,0.3
0.7139,0.7094500729281296,50,8,11,0.4
0.71535,0.7055503103000194,50,8,11,0.5
0.71225,0.705850110256257,50,8,11,0.6
0.7921,0.782850176584386,50,8,12,auto
0.7285,0.7287505740156608,50,8,12,0.2
0.72085,0.7143995356374709,50,8,12,0.3
0.7129,0.7074999603437474,50,8,12,0.4
0.70995,0.7036002352000147,50,8,12,0.5
0.71275,0.7056498603312413,50,8,12,0.6
0.79385,0.7807987140749196,50,8,13,auto
0.73645,0.727549311368707,50,8,13,0.2
0.72275,0.7130000355562521,50,8,13,0.3
0.71275,0.7069505728594109,50,8,13,0.4
0.7127,0.7073001477843842,50,8,13,0.5
0.7111,0.7067001477906343,50,8,13,0.6
0.8014,0.7892990769905673,50,8,14,auto
0.73555,0.7325001366812586,50,8,14,0.2
0.71445,0.7136501355875084,50,8,14,0.3
0.7115,0.7078003728531483,50,8,14,0.4
0.7105,0.707399872803117,50,8,14,0.5
0.71025,0.7037502726656419,50,8,14,0.6
0.79555,0.7849991142249447,50,8,15,auto
0.7323,0.7311500115625007,50,8,15,0.2
0.7245,0.7151507106937943,50,8,15,0.3
0.71245,0.7055505352625334,50,8,15,0.4
0.71155,0.7039002851750179,50,8,15,0.5
0.7108,0.704750335162521,50,8,15,0.6
0.7872,0.7877485143686572,50,8,16,auto
0.72905,0.7339000367062523,50,8,16,0.2
0.7201,0.7110504355250272,50,8,16,0.3
0.71645,0.7117005856125367,50,8,16,0.4
0.71135,0.7048502852250179,50,8,16,0.5
0.7113,0.7062998852562428,50,8,16,0.6
0.79595,0.7858496892249806,50,8,17,auto
0.74825,0.7344503116750195,50,8,17,0.2
0.71285,0.7158012732407045,50,8,17,0.3
0.7117,0.7090001479218843,50,8,17,0.4
0.7117,0.7041503977031498,50,8,17,0.5
0.70905,0.7054004602437788,50,8,17,0.6
0.79085,0.7898487146186697,50,8,18,auto
0.7408,0.7296993240530828,50,8,18,0.2
0.7177,0.7118998230218639,50,8,18,0.3
0.71,0.7055505227906578,50,8,18,0.4
0.70925,0.7048500352625022,50,8,18,0.5
0.7091,0.7051001226843827,50,8,18,0.6
0.79775,0.7824990516718157,50,8,19,auto
0.7364,0.7305496241406015,50,8,19,0.2
0.70975,0.7098504854750304,50,8,19,0.3
0.70865,0.7067001227656327,50,8,19,0.4
0.71035,0.7048005351875334,50,8,19,0.5
0.70845,0.7041004601312789,50,8,19,0.6
0.7912,0.7852989518093094,50,8,20,auto
0.7237,0.7279512863688303,50,8,20,0.2
0.71925,0.7111002855625179,50,8,20,0.3
0.70935,0.7081502604250163,50,8,20,0.4
0.70815,0.7049505227906577,50,8,20,0.5
0.70725,0.7036002476656404,50,8,20,0.6
0.84165,0.797748127428008,50,12,1,auto
0.78875,0.7542997878562366,50,12,1,0.2
0.7757,0.7450004373562773,50,12,1,0.3
0.76385,0.7424997247468579,50,12,1,0.4
0.76925,0.7387493745093359,50,12,1,0.5
0.76945,0.7342496493093531,50,12,1,0.6
0.8294,0.7955984898436557,50,12,2,auto
0.78565,0.7546505002781563,50,12,2,0.2
0.77565,0.7475002624312664,50,12,2,0.3
0.76865,0.7386499245031203,50,12,2,0.4
0.76525,0.737849486981218,50,12,2,0.5
0.7643,0.7358000244343765,50,12,2,0.6
0.82085,0.7965989523593094,50,12,3,auto
0.7722,0.7546996127937259,50,12,3,0.2
0.766,0.74589959987185,50,12,3,0.3
